"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH1"
"4734",0.12,"S PATTON CT","S","5  Major Collector",36,4,2,10,1100,3,0.44
"4735",0.06,"E 1ST AVE","E","5  Major Collector",36,4,2,10,4400,3,0.32
"4736",0.065,"E 54TH AVE","E","5  Major Collector",20,4,2,10,2300,3,0.13
"4737",0.05,"W EVANS AVE","W","5  Major Collector",48,4,2,10,13000,2,1.57
"4738",0.03,"S BROADWAY","S","3  Principal Arterial - Other",62,4,4,10,27000,1,2.73
"4739",0.15,"E EASTMOOR DR","NW","4  Minor Arterial",74,4,4,10,9300,1,0.15
"4740",0.1,"E DARTMOUTH AVE","E","5  Major Collector",36,1,2,10,250,3,0.1
"4741",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,10000,3,1.64
"4742",0.13,"W 38TH AVE","W","4  Minor Arterial",68,4,4,10,22000,1,1.545
"4743",0.05,"E 11TH AVE","E","4  Minor Arterial",20,4,2,10,12000,3,1.01
"4744",0.2,"W 8TH AVE","W","4  Minor Arterial",20,4,2,10,11000,3,3.78
"4745",0.06,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,11,20000,3,1.29
"4746",0.05,"20TH ST","NW","4  Minor Arterial",62,4,4,9,17000,1,0.44
"4747",0.02,"W 6TH AVE","W","3  Principal Arterial - Other",60,4,5,10,30000,0,0.1
"4748",0.06,"W 17TH AVE","W","5  Major Collector",40,4,2,12,7100,3,1.15
"4749",0.05,"E ANDREWS DR","SE","5  Major Collector",94,2.5,2,10,4900,3,1.395
"4750",0.019,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",48,4,4,10,26000,1,3.719
"4751",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,10000,3,1.88
"4752",0.02,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",130,4,4,10,33000,3,1.4
"4753",0.12,"N WASHINGTON ST","N","4  Minor Arterial",32,4,2,10,5400,3,1.395
"4754",0.07,"S TAMARAC DR","S","4  Minor Arterial",48,4,2,11,11000,0,0.56
"4755",0.06,"E 13TH AVE","E","4  Minor Arterial",36,4,2,10,2600,3,5.235
"4756",0.06,"N SPEER BLVD","SE","3  Principal Arterial - Other",44,1,7,10,25000,3,0.06
"4757",0.08,"W 35TH AVE","W","5  Major Collector",34,4,2,10,1800,3,0.76
"4758",0.07,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",44,4,4,10,24000,0,2.97
"4759",0.11,"N ZUNI ST","N","5  Major Collector",38,2.5,2,11,2800,3,2.07
"4760",0.03,"E YALE AVE","E","4  Minor Arterial",40,4,2,10,6600,1,1.068
"4761",0.07,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,5,10,21000,3,2.19
"4762",0.05,"N TOWER RD","N","4  Minor Arterial",24,2.5,2,10,26000,3,0.6
"4763",0.05,"E BOLLING DR","E","5  Major Collector",40,4,2,12,6200,3,0.86
"4764",0.045,"S QUEBEC WAY","S","5  Major Collector",24,1,2,10,4700,3,0.195
"4765",0.06,"E ALAMEDA AVE","E","4  Minor Arterial",40,4,3,10,23000,0,0.92
"4766",0.582,"S PLATTE RIVER DR E","S","5  Major Collector",30,2.5,2,11,2000,3,0.582
"4767",0.02,"15TH ST","NW","4  Minor Arterial",20,4,4,10,12000,1,1.67
"4768",0.03,"E 6TH AVENUE PKWY","E","4  Minor Arterial",140,4,4,10,17000,1,0.72
"4769",0.05,"E FLORIDA AVE","E","4  Minor Arterial",44,4,2,10,11000,3,1.695
"4770",0.28,"E STAPLETON SOUTH DR","E","5  Major Collector",28,4,2,10,1200,3,0.28
"4771",0.08,"W 46TH AVE","W","5  Major Collector",38,4,2,10,6500,3,0.7
"4772",0.08,"N ZUNI ST","N","5  Major Collector",28,2.5,2,11,4400,3,1.7
"4773",0.06,"W 44TH AVE","W","4  Minor Arterial",34,4,2,10,6900,3,2
"4774",0.07,"E 14TH AVE","E","4  Minor Arterial",40,4,3,10,8700,1,0.35
"4775",0.14,"W OXFORD AVE","W","5  Major Collector",36,2.5,2,10,8600,3,0.24
"4776",0.06,"W FLORIDA AVE","W","4  Minor Arterial",44,4,4,10,12000,1,3.26
"4777",0.04,"E ALAMEDA AVE","E","4  Minor Arterial",30,4,2,12,23000,0,1.22
"4778",0.06,"W MISSISSIPPI AVE","W","5  Major Collector",36,4,2,10,7300,3,2.68
"4779",0.06,"15TH ST","NW","4  Minor Arterial",62,2.5,6,10,11000,3,0.7
"4780",0.12,"N DOWNING ST","N","4  Minor Arterial",32,4,2,10,7800,3,0.62
"4781",0.13,"S FRANKLIN ST","S","5  Major Collector",36,4,2,10,1900,3,0.86
"4782",0.06,"E 3RD AVE","E","5  Major Collector",34,2.5,2,10,5300,3,1.03
"4783",0.1,"E 40TH AVE","E","4  Minor Arterial",44,4,4,10,7900,1,0.86
"4784",0.03,"E JEWELL AVE","E","5  Major Collector",36,1,2,10,3400,3,0.31
"4786",0.06,"E FAIRMOUNT DR","N","5  Major Collector",24,4,2,10,1600,3,1.02
"4787",0.06,"W 38TH AVE","W","4  Minor Arterial",68,2.5,4,12,22000,1,2.625
"4788",0.09,"LAWRENCE ST","NE","4  Minor Arterial",40,4,3,13,5400,1,0.945
"4789",0.06,"E 14TH AVE","E","4  Minor Arterial",36,4,3,10,8700,1,2.39
"4790",0.06,"E 11TH AVE","E","4  Minor Arterial",32,4,2,10,12000,3,1.4
"4791",0.02,"N ZUNI ST","N","5  Major Collector",54,4,4,11,11000,1,0.12
"4792",0.05,"N PEORIA ST","N","3  Principal Arterial - Other",84,4,5,10,10000,0,1.5
"4793",0.06,"E ALAMEDA AVE","E","4  Minor Arterial",44,4,4,10,23000,0,0.5
"4794",0.13,"N CHAMBERS RD","N","4  Minor Arterial",24,4,2,10,30000,1,0.515
"4795",0.13,"S LOWELL BLVD","S","4  Minor Arterial",46,2.5,2,12,9400,3,0.801
"4796",0.035,"N SPEER BLVD","NW","3  Principal Arterial - Other",44,4,4,10,25000,1,0.935
"4797",0.05,"N BROADWAY","N","3  Principal Arterial - Other",66,4,4,12,19000,0,0.45
"4798",0.07,"N BRYANT ST","N","5  Major Collector",40,1,4,11,8800,3,0.43
"4799",0.12,"S LOGAN ST","S","4  Minor Arterial",44,4,2,10,13000,3,0.24
"4800",0.06,"W 38TH AVE","W","4  Minor Arterial",68,4,4,10,21000,3,0.12
"4801",0.06,"E 6TH AVENUE PKWY","E","4  Minor Arterial",140,4,4,10,17000,1,1.94
"4802",0.06,"W 29TH AVE","W","4  Minor Arterial",44,4,2,10,8500,3,1.205
"4803",0.02,"W 38TH AVE","W","4  Minor Arterial",68,2.5,4,12,22000,1,2.045
"4804",0.08,"N CLAY ST","N","5  Major Collector",32,1,2,10,1300,3,0.41
"4805",0.07,"E ILIFF AVE","E","5  Major Collector",36,4,2,10,4100,3,1.4
"4806",0.07,"E 35TH AVE","E","5  Major Collector",26,4,2,10,4700,3,1.91
"4807",0.07,"S STEELE ST","S","5  Major Collector",32,4,2,10,5000,3,0.24
"4808",0.12,"S SHERIDAN BLVD","S","4  Minor Arterial",100,4,4,10,13000,0,0.72
"4809",0.09,"BLAKE ST","NE","5  Major Collector",44,4,2,11,1100,0,0.43
"4810",0.07,"E 1ST AVE","E","5  Major Collector",40,4,2,10,4400,3,0.14
"4811",0.07,"ARAPAHOE ST","NE","5  Major Collector",40,2.5,2,12,1300,2,0.47
"4812",0.07,"W MISSISSIPPI AVE","W","4  Minor Arterial",48,1,4,10,22000,3,0.07
"4813",0.02,"WELTON ST","NE","5  Major Collector",48,4,2,11,5300,3,0.72
"4814",0.01,"S HOLLY ST","S","4  Minor Arterial",52,2.5,2,10,17000,3,2.26
"4815",0.04,"E 40TH AVE","E","4  Minor Arterial",44,4,4,10,10000,0,1.16
"4816",0.01,"W 44TH AVE","W","5  Major Collector",20,4,2,12,4100,3,0.22
"4817",0.07,"E 35TH AVE","E","5  Major Collector",30,2.5,2,10,2100,3,0.93
"4818",0.12,"S STEELE ST","S","5  Major Collector",30,4,2,10,5000,3,0.72
"4819",0.04,"E DARTMOUTH AVE","NE","5  Major Collector",44,1,2,12,4000,3,0.39
"4820",0.05,"MARKET ST","NE","4  Minor Arterial",40,4,2,12,7500,0,0.55
"4821",0.13,"S SHERIDAN BLVD","S","4  Minor Arterial",100,4,4,10,13000,0,0.43
"4822",0.064,"E 56TH AVE","E","3  Principal Arterial - Other",32,4,2,10,19000,2,2.3
"4823",0.04,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,22000,3,2.28
"4824",0.01,"E ILIFF AVE","E","5  Major Collector",32,4,2,10,4100,3,1.76
"4825",0.1,"N SPEER BLVD","NW","3  Principal Arterial - Other",44,4,4,10,25000,1,0.1
"4826",0.01,"S BROADWAY","S","3  Principal Arterial - Other",62,2.5,6,10,37000,1,1.11
"4827",0.01,"E FLORIDA AVE","E","4  Minor Arterial",44,4,2,10,5500,3,0.835
"4828",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",44,4,4,10,32000,3,0.3
"4829",0.05,"E YALE AVE","E","4  Minor Arterial",50,4,4,10,14000,1,0.5
"4830",0.03,"W 48TH AVE","W","5  Major Collector",40,4,2,10,4500,3,1.09
"4831",0.05,"N CLARKSON ST","N","4  Minor Arterial",38,1,3,10,5400,3,1.895
"4832",0.04,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,10,18000,0,2.34
"4833",0.06,"W 17TH AVE","W","5  Major Collector",40,4,2,12,7100,3,1.27
"4834",0.13,"N KNOX CT","N","5  Major Collector",30,4,2,10,2100,3,0.13
"4835",0.06,"E 8TH AVE","E","4  Minor Arterial",44,4,2,10,12000,1,0.435
"4836",0.07,"PARK AVE W","NW","4  Minor Arterial",60,4,4,10,23000,3,0.36
"4837",0.04,"20TH ST","NW","4  Minor Arterial",36,4,3,10,2500,0,0.04
"4838",0.06,"W FLORIDA AVE","W","4  Minor Arterial",48,4,4,10,12000,1,2.38
"4839",0.13,"N PERRY ST","N","5  Major Collector",32,4,2,10,6400,3,0.51
"4840",0.12,"N GRANT ST","N","4  Minor Arterial",48,1,3,10,10000,1,0.85
"4841",0.07,"E 17TH AVE","E","5  Major Collector",54,4,3,10,16000,3,1.2
"4842",0.02,"E 40TH AVE","E","4  Minor Arterial",48,4,4,10,10000,0,1.36
"4843",0.01,"N STEELE ST","N","5  Major Collector",40,4,2,10,6400,3,1.15
"4844",0.03,"N KALAMATH ST","N","3  Principal Arterial - Other",52,4,5,10,39000,1,0.93
"4845",0.1,"E 56TH AVE","E","3  Principal Arterial - Other",24,2.5,2,12,16000,2,4.7
"4846",0.06,"W KENTUCKY AVE","W","5  Major Collector",36,4,2,10,5300,3,1.21
"4847",0.06,"E 3RD AVE","E","5  Major Collector",32,4,2,10,4600,3,0.19
"4848",0.26,"E CHERRY CREEK SOUTH DR","SE","4  Minor Arterial",28,4,2,10,21000,3,1.24
"4849",0.06,"W 32ND AVE","W","4  Minor Arterial",34,2.5,2,10,6700,3,0.78
"4850",0.07,"E 14TH AVE","E","4  Minor Arterial",40,4,3,10,8700,1,1.35
"4851",0.02,"E ALAMEDA AVE","E","4  Minor Arterial",44,4,4,10,23000,0,0.4
"4852",0.14,"S WASHINGTON ST","S","4  Minor Arterial",32,4,2,10,5300,3,0.98
"4853",0.005,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",154,4,4,10,30000,3,2.4
"4854",0.03,"LARIMER ST","NE","4  Minor Arterial",44,4,4,11,12000,1,0.48
"4855",0.03,"W 29TH AVE","W","4  Minor Arterial",36,4,2,10,8500,3,1.845
"4856",0.01,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",130,4,4,10,33000,3,1.1
"4857",0.04,"W 38TH AVE","W","4  Minor Arterial",68,2.5,4,12,22000,1,1.945
"4858",0.06,"E 3RD AVE","E","5  Major Collector",30,4,2,10,4600,3,0.37
"4859",0.16,"N UNIVERSITY BLVD","N","4  Minor Arterial",98,4,6,10,44000,1,0.16
"4860",0.13,"E 26TH AVENUE PKWY","E","5  Major Collector",60,4,2,10,5900,3,1.99
"4861",0.05,"E ALAMEDA AVE","E","3  Principal Arterial - Other",30,4,6,10,34000,0,2.29
"4862",0.06,"E 23RD AVE","E","5  Major Collector",34,2.5,2,10,11000,3,3.63
"4863",0.1,"E CHERRY CREEK SOUTH DR","SE","4  Minor Arterial",28,4,2,10,14000,3,0.73
"4864",0.01,"W 8TH AVE","W","4  Minor Arterial",50,4,3,10,11000,3,3.97
"4865",0.06,"E ALAMEDA AVE","E","3  Principal Arterial - Other",44,4,4,10,29000,0,1.59
"4866",0.06,"W DARTMOUTH AVE","W","5  Major Collector",44,4,2,11,12000,1,0.69
"4867",0.11,"N OSAGE ST","N","5  Major Collector",36,4,2,10,6400,3,0.33
"4868",0.05,"S HOLLY ST","S","5  Major Collector",44,2.5,2,10,15000,3,0.92
"4869",0.03,"S TENNYSON ST","S","5  Major Collector",36,4,2,10,4800,3,0.62
"4870",0.05,"W EVANS AVE","W","5  Major Collector",48,4,2,10,13000,2,1.42
"4871",0.05,"E 45TH AVE","E","5  Major Collector",36,4,2,10,5700,3,0.44
"4872",0.1,"E ALAMEDA AVE","E","3  Principal Arterial - Other",30,4,2,10,33000,0,3.9
"4873",0.285,"N GLOBEVILLE RD","NE","5  Major Collector",36,1,2,12,1900,3,0.845
"4874",0.13,"S PATTON CT","S","5  Major Collector",36,2.5,2,12,1100,3,1.18
"4875",0.11,"N WASHINGTON ST","N","4  Minor Arterial",32,4,2,10,3800,3,1.835
"4876",0.08,"E EVANS AVE","E","3  Principal Arterial - Other",52,4,4,10,29000,0,2.1
"4877",0.06,"E EXPOSITION AVE","E","5  Major Collector",36,4,2,11,8000,3,0.85
"4879",0.06,"W HARVARD AVE","W","5  Major Collector",36,4,2,11,1500,3,1.25
"4880",0.07,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,4,10,26000,3,0.51
"4881",0.06,"E 6TH AVE","E","3  Principal Arterial - Other",44,4,3,10,23000,3,1.87
"4882",0.01,"N QUEBEC ST","N","4  Minor Arterial",40,4,2,10,25000,3,0.66
"4883",0.058,"E 17TH AVE","E","5  Major Collector",68,4,4,12,23000,3,2.15
"4884",0.09,"ARAPAHOE ST","NE","5  Major Collector",56,4,3,12,7200,3,0.09
"4885",0.13,"N ZUNI ST","N","5  Major Collector",38,2.5,2,11,2800,3,2.44
"4886",0.12,"N CORONA ST","N","4  Minor Arterial",32,2.5,2,10,4300,3,1.295
"4888",0.13,"W 13TH AVE","W","5  Major Collector",36,4,2,10,7900,1,0.96
"4889",0.01,"E FAIRMOUNT DR","S","5  Major Collector",24,4,2,10,7900,3,0.65
"4890",0.09,"BLAKE ST","NE","4  Minor Arterial",48,4,2,12,6300,0,1.97
"4891",0.04,"W EVANS AVE","W","3  Principal Arterial - Other",60,2.5,4,12,30000,0,0.87
"4892",0.035,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",154,4,4,10,30000,3,2.735
"4893",0.06,"W 50TH AVE","W","5  Major Collector",30,4,2,10,7100,1,0.12
"4894",0.06,"N LINCOLN ST","N","3  Principal Arterial - Other",62,4,4,10,23000,2,0.96
"4895",0.06,"E 14TH AVE","E","4  Minor Arterial",40,4,3,10,8700,1,1.41
"4896",0.05,"S DAHLIA ST","S","5  Major Collector",40,4,2,12,4900,3,0.99
"4897",0.08,"E SPEER BLVD","SE","3  Principal Arterial - Other",44,4,8,12,31000,1,0.98
"4898",0.12,"S FRANKLIN ST","S","5  Major Collector",36,4,2,10,1900,3,0.73
"4900",0.04,"20TH ST","NW","4  Minor Arterial",52,1,4,9,10000,2,0.24
"4901",0.09,"WELTON ST","NE","5  Major Collector",48,4,3,11,5300,3,0.7
"4902",0.06,"W 17TH AVE","W","5  Major Collector",40,4,2,12,7100,3,1.33
"4903",0.12,"N JASON ST","N","5  Major Collector",24,1,2,11,350,3,0.62
"4904",0.06,"W JEWELL AVE","W","4  Minor Arterial",48,4,2,12,12000,0,2.04
"4905",0.11,"S PERRY ST","S","5  Major Collector",36,4,2,10,4300,3,0.22
"4906",0.02,"W 38TH AVE","W","4  Minor Arterial",68,2.5,4,12,22000,1,1.665
"4908",0.06,"N BROADWAY","N","3  Principal Arterial - Other",72,2.5,5,10,37000,1,2.7
"4909",0.03,"AURARIA PKWY","NE","3  Principal Arterial - Other",44,1,3,11,32000,3,0.1
"4910",0.06,"W 44TH AVE","W","5  Major Collector",40,4,2,10,7800,3,0.3
"4911",0.11,"N SANTA FE DR","N","4  Minor Arterial",52,4,3,10,19000,3,1.17
"4912",0.075,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",154,4,4,10,30000,3,1.575
"4913",0.02,"W 8TH AVE","W","3  Principal Arterial - Other",40,4,4,10,30000,1,2.8
"4914",0.01,"N LOWELL BLVD","N","5  Major Collector",36,4,2,12,2200,3,1.25
"4915",0.01,"E 20TH AVE","E","4  Minor Arterial",44,4,3,10,2500,0,0.356
"4916",0.03,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,10,18000,0,2.3
"4917",0.14,"N TOWER RD","N","4  Minor Arterial",24,2.5,2,10,26000,3,0.74
"4918",0.06,"W 29TH AVE","W","4  Minor Arterial",36,4,2,10,8500,3,2.115
"4919",0.06,"E LOUISIANA AVE","E","5  Major Collector",48,4,2,10,3700,3,1.13
"4920",0.07,"E YALE AVE","E","4  Minor Arterial",48,4,2,11,13000,1,0.07
"4921",0.08,"E ALAMEDA AVE","NE","3  Principal Arterial - Other",30,4,2,10,33000,0,4
"4922",0.08,"N KALAMATH ST","N","5  Major Collector",30,2.5,2,10,850,3,0.45
"4923",0.08,"W KENTUCKY AVE","W","5  Major Collector",36,4,2,10,5300,3,1.75
"4924",0.09,"BLAKE ST","NE","5  Major Collector",44,4,2,12,4200,3,0.97
"4925",0.01,"N SPEER BLVD","N","3  Principal Arterial - Other",20,4,3,10,31000,3,0.34
"4926",0.12,"S MONACO STREET PKWY","S","4  Minor Arterial",60,4,4,10,25000,1,0.76
"4927",0.06,"E LOUISIANA AVE","E","5  Major Collector",48,4,2,10,3700,3,0.71
"4928",0.13,"S IRVING ST","S","5  Major Collector",40,4,2,10,4100,3,1.47
"4929",0.05,"E YALE AVE","E","4  Minor Arterial",40,4,2,10,6600,1,0.548
"4930",0.05,"N HOLLY ST","N","5  Major Collector",40,4,2,10,4300,3,3.53
"4931",0.06,"W 44TH AVE","W","4  Minor Arterial",34,4,2,10,6900,3,1.27
"4932",0.07,"AURARIA PKWY","NE","3  Principal Arterial - Other",44,1,3,11,34000,0,0.5
"4933",0.09,"N FRANKLIN ST","N","5  Major Collector",34,2.5,2,10,2600,3,1.157
"4934",0.07,"N STEELE ST","N","5  Major Collector",40,4,2,10,19000,0,1.35
"4935",0.08,"S YOSEMITE ST","S","4  Minor Arterial",36,4,4,10,27000,1,1.52
"4936",0.09,"N YORK ST","N","4  Minor Arterial",44,4,4,10,14000,0,2.15
"4937",0.09,"E ALAMEDA AVE","NE","3  Principal Arterial - Other",30,4,2,10,33000,0,4.19
"4938",0.06,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,11,20000,3,1.66
"4939",0.01,"W 29TH AVE","W","4  Minor Arterial",36,4,2,10,8500,3,1.935
"4940",0.014,"E 56TH AVE","E","3  Principal Arterial - Other",32,4,2,10,19000,2,3
"4941",0.08,"N TENNYSON ST","N","5  Major Collector",38,4,2,10,4000,3,0.08
"4942",0.08,"E BUCHTEL BLVD","SE","5  Major Collector",40,4,2,11,8700,3,0.65
"4943",0.06,"W 17TH AVE","W","5  Major Collector",40,4,2,12,7100,3,1.03
"4944",0.065,"N MONACO STREET PKWY","N","3  Principal Arterial - Other",154,4,4,10,30000,3,2.3
"4945",0.02,"W FLORIDA AVE","W","4  Minor Arterial",44,4,4,10,12000,1,3.03
"4946",0.07,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",48,4,4,10,23000,1,3.475
"4947",0.05,"E EVANS AVE","E","3  Principal Arterial - Other",64,4,4,10,35000,0,4.25
"4948",0.11,"N YORK ST","N","4  Minor Arterial",36,4,2,10,15000,3,0.71
"4949",0.06,"N LOWELL BLVD","N","5  Major Collector",36,4,2,12,2200,3,1.41
"4950",0.06,"E 45TH AVE","E","5  Major Collector",36,4,2,10,5700,3,0.33
"4951",0.08,"W 23RD AVE","W","5  Major Collector",50,4,2,10,6200,3,0.84
"4952",0.03,"CHAMPA ST","NE","4  Minor Arterial",36,4,1,12,7800,2,0.72
"4953",0.02,"GLENARM PL","NE","5  Major Collector",48,4,3,10,5300,3,0.59
"4954",0.06,"S STEELE ST","S","5  Major Collector",36,1,2,10,3800,3,1.26
"4955",0.05,"E ANDREWS DR","SE","5  Major Collector",94,2.5,2,10,4900,3,1.15
"4956",0.05,"W LOUISIANA AVE","W","5  Major Collector",36,4,2,10,3900,3,1.01
"4957",0.04,"E BOLLING DR","E","5  Major Collector",40,4,2,12,6200,3,1.01
"4958",0.06,"W EXPOSITION AVE","W","5  Major Collector",36,4,2,12,2300,3,0.06
"4959",0.01,"E MISSISSIPPI AVE","E","5  Major Collector",36,4,2,10,15000,3,0.01
"4960",0.06,"E MARTIN LUTHER KING BLVD","E","4  Minor Arterial",68,2.5,6,12,22000,1,1.85
"4961",0.05,"W EVANS AVE","W","5  Major Collector",48,4,2,10,13000,2,1.62
"4962",0.04,"E EVANS AVE","E","3  Principal Arterial - Other",48,4,4,10,30000,1,2.6
"4963",0.07,"E ILIFF AVE","E","5  Major Collector",32,1,2,10,4100,3,2.27
"4964",0.08,"S SANTA FE DR","S","4  Minor Arterial",40,1,3,10,19000,3,0.38
"4965",0.07,"E 29TH AVE","E","5  Major Collector",40,2.5,2,11,3400,3,0.4
"4966",0.09,"E 75TH AVE","E","5  Major Collector",20,4,2,12,8700,2,3.13
"4967",0.09,"BLAKE ST","NE","4  Minor Arterial",34,4,2,12,8300,3,1.6
"4968",0.06,"E 29TH AVE","E","5  Major Collector",40,4,2,11,3400,3,1.6
"4969",0.09,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other",44,4,4,10,36000,1,1.09
"4970",0.01,"STOUT ST","NE","4  Minor Arterial",48,4,2,12,4300,2,1.33
"4971",0.12,"S MONACO STREET PKWY","S","4  Minor Arterial",76,2.5,4,10,14000,3,2.95
"4972",0.03,"E EVANS AVE","E","3  Principal Arterial - Other",48,4,4,10,29000,0,1
"4973",0.04,"S LINCOLN ST","S","3  Principal Arterial - Other",44,1,4,10,23000,0,0.21
"4974",0.12,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,4,10,25000,1,0.88
"4975",0.07,"E MISSISSIPPI AVE","E","5  Major Collector",44,1,2,10,3300,3,0.56
"4976",0.06,"E 13TH AVE","E","4  Minor Arterial",32,4,2,10,6900,3,2.72
"4977",0.06,"N DECATUR ST","N","5  Major Collector",36,4,2,10,4900,3,0.13
"4978",0.08,"E 11TH AVE","E","4  Minor Arterial",32,4,2,10,12000,3,0.55
"4979",0.06,"S LOGAN ST","S","4  Minor Arterial",62,4,2,10,13000,3,0.31
"4980",0.06,"E 26TH AVENUE PKWY","E","5  Major Collector",60,4,2,10,5900,3,1.56
"4981",0.02,"E DARTMOUTH AVE","NE","5  Major Collector",44,1,2,12,4000,3,0.59
"4982",0.09,"7TH ST","NW","4  Minor Arterial",30,4,6,10,12000,1,0.43
"4983",0.1,"E 75TH AVE","E","5  Major Collector",30,2.5,2,12,8700,2,0.84
"4984",0.03,"E 14TH AVE","E","4  Minor Arterial",30,4,2,10,8400,1,3.32
"4985",0.05,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,11,20000,3,1.1
"4986",0.05,"E PRINCETON AVE","E","5  Major Collector",48,4,2,10,1900,3,0.51
"4987",0.01,"28TH ST","NW","5  Major Collector",36,4,2,12,550,3,0.51
"4988",0.05,"S LOWELL BLVD","S","5  Major Collector",40,4,2,10,2800,3,0.74
"4989",0.05,"E 48TH AVE","E","5  Major Collector",26,1,2,12,2700,3,0.94
"4990",0.08,"W 8TH AVE","W","3  Principal Arterial - Other",40,4,4,10,30000,1,2.78
"4991",0.09,"N BROADWAY","N","3  Principal Arterial - Other",66,2.5,4,10,15000,0,1.19
"4992",0.02,"S WASHINGTON ST","S","4  Minor Arterial",20,4,2,10,5300,3,1.53
"4993",0.1,"E 1ST AVE","E","3  Principal Arterial - Other",96,4,6,12,52000,0,0.3
"4994",0.08,"E MARTIN LUTHER KING BLVD","E","4  Minor Arterial",68,2.5,6,12,22000,1,2.35
"4995",0.07,"S LOWELL BLVD","S","5  Major Collector",44,4,2,10,2800,3,2.225
"4996",0.03,"E 75TH AVE","E","5  Major Collector",20,4,2,12,8700,2,1.97
"4997",0.09,"MORRISON RD","SW","4  Minor Arterial",48,4,2,10,13000,3,1.01
"4998",0.01,"E 17TH AVENUE PKWY","E","5  Major Collector",152,4,4,10,19000,3,0.57
"4999",0.12,"W 2ND AVE","W","5  Major Collector",26,2.5,2,10,4200,3,0.57
"5000",0.33,"E BUCHTEL BLVD","SE","5  Major Collector",76,4,4,11,8800,1,1.61
"5001",0.06,"19TH ST","NW","4  Minor Arterial",52,2.5,4,10,7800,0,0.72
"5002",0.06,"W HARVARD AVE","W","5  Major Collector",36,4,2,10,1500,3,0.52
"5003",0.11,"N SANTA FE DR","N","4  Minor Arterial",52,4,3,10,19000,3,1.28
"5004",0.09,"E CHERRY CREEK SOUTH DR","E","4  Minor Arterial",28,4,2,10,21000,3,0.56
"5005",0.08,"N SPEER BLVD","NW","3  Principal Arterial - Other",40,1,3,10,31000,3,0.29
"5006",0.04,"E 8TH AVE","E","3  Principal Arterial - Other",36,4,3,11,20000,3,1.7
"5007",0.11,"N LOGAN ST","N","4  Minor Arterial",32,1,2,10,6000,3,0.74
"5008",0.06,"S STEELE ST","S","5  Major Collector",32,4,2,10,5000,3,0.3
"5009",0.06,"E ALAMEDA AVE","E","3  Principal Arterial - Other",30,4,2,10,33000,0,3.36
"5010",0.09,"ARAPAHOE ST","NE","5  Major Collector",56,4,4,14,7200,3,0.36
"5011",0.06,"S ZUNI ST","S","5  Major Collector",36,4,2,10,3300,3,0.06
"5012",0.06,"W 3RD AVE","W","5  Major Collector",32,2.5,2,10,4800,3,0.47
"5013",0.02,"E ALAMEDA AVE","E","4  Minor Arterial",40,4,4,10,23000,0,0.7
"5014",0.1,"E 56TH AVE","E","3  Principal Arterial - Other",32,4,2,10,19000,2,2.7
"5015",0.06,"S MONACO STREET PKWY","S","4  Minor Arterial",78,4,5,10,21000,3,1.55
"5016",0.05,"E 40TH AVE","E","4  Minor Arterial",44,4,4,10,7900,1,0.66
"5017",0.09,"LARIMER ST","NE","4  Minor Arterial",44,4,3,11,5000,3,0.12
"5018",0.03,"N BRIGHTON BLVD","NE","3  Principal Arterial - Other",50,4,4,10,16000,1,0.7
"5019",0.07,"N BROADWAY","N","3  Principal Arterial - Other",66,4,4,12,19000,0,0.37
"5020",0.13,"E QUINCY AVE","E","4  Minor Arterial",28,4,2,10,13000,3,0.97
"5022",0.06,"E 38TH AVE","E","5  Major Collector",40,4,2,11,2200,3,0.18
"5023",0.06,"W 46TH AVE","W","5  Major Collector",50,4,2,10,5600,3,2.79
"5024",0.01,"S TAMARAC DR","S","4  Minor Arterial",88,4,2,10,15000,1,0.35
"5025",0.05,"E JEWELL AVE","E","5  Major Collector",40,4,2,10,3400,3,1
"5026",0.07,"E MISSISSIPPI AVE","E","5  Major Collector",36,4,2,10,5400,3,1.46
"5027",0.04,"E 17TH AVE","E","5  Major Collector",54,4,3,10,14000,3,1.49
